userName,content,sentiment,at
Caska Engkong,"suka banget sama apk ini, tapi setelah banyaknya update jadi kalo mw login itu agak susah lagi, ga tau knapa bug kali ya? mohon di perbaiki lagii terima kasihh",positif,2024-12-06 20:28:12
Firdaus Abdllah,"Bingung, gatau lagi harus gimana. Belakangan ini sering ngelag dan force close. Seringnya force close pas buka aplikasi, bisa masuk beranda tapi pas scroll tiba² keluar sendiri. Terus gak lama dari situ bisa dibuka normal lagi. Tapi setelah itu kumat lagi. Gatau lagi ane bingung salahnya di mana",negatif,2024-12-06 20:37:03
Evan Timothy,"aplikasi jelek lahh,tiba tiba ke log out langsung dinonaktifkan akun saya ,padahal saya ga ngapa-ngapain, padahal itu akun sudah saya pakai 5 tahun yang lalu,banyak kenangan di akun saya ,kenapa tiba tiba ke logout, kode otp pun ga ada masuk ke email saya , padahal email saya ga ada masalahnya, makin kesini makin aneh kau ig",negatif,2024-12-06 20:44:56
Avuani Alrijal Choir Umam 47,"saat ingin menggunakan aplikasi ini, aplikasi ini tiba-tiba eror tidak dapat dibuka dan keluar dengan sendirinya. dan terpaksa saya mengunistal ulang yang membuat akun instagram saya ilang dan tidak dapat kembali",negatif,2024-12-06 21:05:04
Nee Chan,"Hallo instagram, ini kenapa ya habis di update malah gabisa di refresh ? Gabisa buat dm, story juga ga berubah ? Tolong segera diperbaiki, sangat menganggu. Terimakasih.",negatif,2024-12-06 22:01:28
Kelam Tersayang,"Kenapa jadi begini ya, beranda tidak mau di perbarui dan tidak muncul apapun. Padahal jaringan bagus. Tolong cepat di tangani!!!",negatif,2024-12-06 22:02:54
Mahrus Ali,Ig gua nggak dapat memunculkan gambar atau video...cuma hitam doang ... padahal jaringan lancar....ini gimana developer... jadi ngga puas 😤,negatif,2024-12-06 22:45:50
Nur Aini,"Kecewa bgt sama Instagram sekarang, pengikut saya nggak ada yang naik samasekali, padahal udh 591 padahal udh banyak yg follow tapi tetap nggak naik jg, udh di refresh juga, tapi nggak ada perubahan yg ada yg saya ikuti malah naik, padahal nggak ada follow orng, sumpah kecewa bgt, maaf ya klo di kasih rating 1 soal nya kecewa bgt 🙏🏻🙏🏻",negatif,2024-12-07 00:59:47
Muhammad Ilham,"udah 4 kali bikin akun, terus malah di tangguhkan semua nya, mana ga bisa di tangguhkan karna ktanya koneksi bermasalah, padahal lancar aja, pliss lahh cape bikin akun terus, padahal ga ada melakukan hal aneh🤬🤬🤬",negatif,2024-12-07 08:08:34
rinto 47,"instagram jd berat aplikasinya,lama buka dan kadang nyangkut alias not responding,kpd instagram mohon diperbaiki, saya tidak bisa buka aplikasinya",negatif,2024-12-07 10:40:22
Rahma Hani,"notice aku yaa! tolong dong buatin fitur siapa yang unfol ig kita. Soalnya, kita butuh itu.. kaya cpek bngt klo ngeliatin ig nya orng satu satu buat mastiin sp yg unfol. DI NOTICE TOLONGGG‼️",positif,2024-12-07 11:18:36
Hamidahlaila Puty,Upload di reel vidio gagal terus 😭 kontenku ilang!!! Gak bisa di save! Banyak ngebug pas edit video didalam aplikasinya. Padahal sinyal aman bahkan ganti dengan wifi tetap aja!!! Tolong perbaiki!!!,negatif,2024-12-07 11:29:20
Tita Amelia,"dari kemarin sampai sekarang instagram saya eror padahal sinyal jaringan saya lancar, penyimpanan kosong, data sudah dicoba ulang dan dinyalakan lagi tapi tetap eror. saat saya buka aplikasi lain semuanya lancar dan tidak ada kendala namun ig saya sangat error dan tidak dapat memproses semuanya. tolong cepat perbaiki",negatif,2024-12-07 11:42:55
antonioalbet mahendra,Eror pas browsing foto tolong di perbaiki dong bug nya plis saya penguna setia ig tapi makin sini makin banyak bug nya,negatif,2024-12-07 13:18:55
Wildan Trisnayusa,Tolong segera diperbaiki kembali instagram saya ini karena ada membatasi aktivitas tertentu untuk melindungi komunitas kami. Biar gak ada yang melakukan kesalahan lagi di aplikasi instagram saya ini ya,negatif,2024-12-07 15:36:06
Anisa Hermawan,"untuk app medsos oke..tapi plis instagram lagunya jgn pada diilang-ilangin..terus kadang di bbrp postingan pas di geser lagunya malah mati kepotong 😫🙏🏻 sedihhh akutuuu, plis yaaa smogaa cptttt di maintenance dan di updaate lagiii lagu²nyaaa..terimakasiiii plis mau nambahin, knpp skrg tiap post video gabung foto malah gepeng 😔🤏🏻 downgrade nya kejauhan",positif,2024-12-07 16:44:02
Aulia Cinta,"menurut saya fitur di ig kurang lengkap, fitur majapahit, saya harap semoga ig kedepannya bisa mengadakan fitur memprivat catatan ig.",negatif,2024-12-07 16:53:34
Goesti Yoego Dwiatmaja,"pengalaman buruk instagram saat ini. hapus fitur follow suggestion disaat open story, yang membuat pengguna sering salah pencet. hilangkan fitur sampah itu, now!",negatif,2024-12-07 18:00:51
Fransisca Christina,Aplikasinya semakin buruk untuk kebijakan dan kenyamanan penggunaan. Sudah berapa kali akun ditangguhkan tanpa sebab yang jelas. Sering terjadi bug dan hal-hal yang cukup mengganggu pemakaian. Mohon untuk diperbaiki lagi sistem pemakaian dan keamanannya. Terima kasih.,negatif,2024-12-07 18:06:47
Sang Dewi,"Sering terjadinya bug,dan jaringan padahal jaringan saya bagus, sering keluar kluar sendiri aplikasi nya, menurut saya tolong di benari y",negatif,2024-12-07 23:02:51
Erik Setiawan,"Sering ngelag aplikasinya, buruk sekali, sering gak jelas kembali ke beranda, profil off screen. Tolong diperbaiki",negatif,2024-12-07 23:17:45
Triyono Baron,KeReenn 👍👍 sekarang Instagram bener2 komplit fitur nya. Disertai tampilan yg tidak membosankan.,positif,2024-12-07 23:23:10
Bram,"hp saya hilang beserta nomer telepon saya, jadi saya tidak bisa mengakses akun utama saya karena autentikasi dua faktor tersebut. Sedangkan saat saya masuk ke pemulihan akun untuk mengambil selfie, tiba -tiba instagram mengalami bug yang berulang.",negatif,2024-12-07 23:24:52
Revindra Aljade,tolong di perbaiki lah bug apk nya mau follow orang lain aja gabisa malah ada tulisan permintaan anda tertunda (beberapa akun lebih memilih meninjau pengikut scr manual meskipun sifatnya publik) menggangu bgt tau gaa!! mau follow temen temenku aja gabisa malah makin aneh tuh apk meta bukannya menjadi yg lebih baik lagi secara kualitas malah makin turun.. sudah itu aja semoga cpt di perbaiki,negatif,2024-12-08 11:37:04
Jeni Erna,aplikasi ini sangat² bagus dan terpercaya di seluruh dunia... dan aplikasi ini juga sangat membantu melihat berita² selebgram dan sangat membantu melihat produk² lainnya... dan aplikasi ini juga sudah terpercaya mendunia di Indonesia maupun di mancanegara lainnya...karena sudah sekian jutaan orang memakai aplikasi ini.. bagus dan terpercaya seluruh dunia.. bintang yang berbicara I ♥️ YOO 👍👍👍😘😘😘🥰🥰🥰♥️♥️♥️🌹🌹🌹✝️🇮🇩🇮🇩🇮🇩,positif,2024-12-08 11:58:40
raikhania rizky,"gatau deh setiap nge klik icon reels/buat yaa ngeliat reels gitu baik di beranda maupun di tempat khusus reelsnya, kyk bakalan ada kode"" gtu nanti di layar, bertaburan, tapi nanti kek ilang sendiri. sering bgt kyk gini tpi gtw mksd kode ini tu apa. misal kek kodenya 117, 336 kayak gitu, pls perbaikin",negatif,2024-12-08 12:24:51
Gifta Femalia,"jelek banget semenjak di upgrade, lemot banget buat upload vidio di reels, udah berulangkali loading ga berhasil ke upload, mau dibatalkan juga gabisa, padahal pake wifi trs sinyal bagus",negatif,2024-12-08 16:58:45
Zacky Ananda,kenapa kalo lagi scroll dm nya pasti muter² dulu / loading jadi membuat susah ketika ingin mencari riwayat² yang penting jadi tolong di perbaiki 🙏 sama satu lagi kalo bisa buat fitu seperti wa bisa mencari pesan yang di inginkan setelah di kirim terimakasih semoga membantu,negatif,2024-12-08 20:59:51
Meydina Dina,"ig sekarang makin"", masa baru bikin baru disuru ajukan banding? ig ku dulu ga kenapa""tiba""diblok uda dibenerin terus dimintai foto identitas tapi harus foto resmi. tolong perbaiki lagi",negatif,2024-12-08 21:06:01
Ina Febriani,"Ig jelek banget sekarang, saya punya 3 akun dan punya bberapa masalah di akun saya 1. Musik yang saya cari tidak ada (di akun ke 1) 2. Gada musik masa sekali saat saya mau nge post foto (di akun ke 2) 3. Akun saya yang ke 3 tidak bisa di buka, padahal saya sudah mencoba berapa kali Ini apk kenapa sih jadi jelek banget",negatif,2024-12-08 23:28:12
Bion Yourmin,"Aplikasi yg sangat bagus, apalagi filter yang bagus bagus, Mempermudah berkomunikasi, dan bisa menambah wawasan.",positif,2024-12-09 00:08:50
Erix Elfuego,Akun saya di nonaktifkan tanpa ada pemberitahuan apapun dan notifikasi apapun. Tidak melakukan kesalahan apapun. Jarang posting hanya scroll dan lihat reels saja. Saya sebagai pengguna lama instagram sangat kecewa. Sudah di email dan sudah mengikuti arahan pemulihan akun tetapi tidak ada balasan.,negatif,2024-12-09 02:34:59
Rafa Khairul huda,Apk nya kurang bagus masa gua udh update nih apk malah ke tampilan yang lama mohon di perbaiki jangan lu elitkan aja mb nya tapi maksimalkan apk nya,netral,2024-12-09 06:55:57
dewi maliha,"Bagus, memakai aplikasi Instagram menjadi kita bisa memiliki banyak teman dan bisa saling berkomunikasi dan membuat postingan video yang bisa di buat juga untuk menjadi konten kreator.",positif,2024-12-09 10:58:43
Nofa Satria,Di perangkat tablet tidak bisa mode landscape.. layar menyempit.. mohon di perbaiki.. masalah ini terjadi sejak awal perilisan perangkat redmi pad se ini...,negatif,2024-12-09 10:59:50
Ida Nur,"instagram sejauh ini saya pake baikk, tapii knpa yaa baru"" aja saja disuruh untuk semacam memprevkasi wajah , disuruh untuk mengajukan banding dan menunggu untuk 1hari tapi ini sudah 1hari dan akun saya belum bisa balik, tolong bantuannya???",positif,2024-12-09 17:28:06
m.naufal,"min knpa kalo saya bikin story ig sekitar 1 jam atau 30 menit trs saya arsipkan kok hilang, padahal dulu ga tuh kegini ,mohon untuk di perbaiki lagi agar.",negatif,2024-12-09 19:59:28
Nick Channel,"Ini kenapa ig nya jadi gk bisa buat follow ya? Pdhl udh di update trs cache juga udh dihapus, tpi tetep gk bisa follow. Klo dipencet follow sih bisa tpi 1 detik kemudian langsung unfollow lagi, minta tolong untuk responnya segera dri pihak instagram🙏",netral,2024-12-09 20:21:23
Adrian Wasman sugi,Halo pihak ig tolong balas ini jadi akun ig saya yang aktif dan sering saya gunakan kok itu error yaa kaya seperti stak di ver lama dan ga bisa live juga saya udah buat laporan masih belum di balas dari pihak ig. Tolong nih udah kasih bintang 5,positif,2024-12-09 22:01:24
Princessr Sofia,"Dulu enak, tiap upload foto or video, ga akan tersimpan ke galeri, jadi ga menu2hin memory, sekarang walau udah diatur non aktif simpan foto or video asli, tetep kesimpan di gallery hbis upload, bikin kerjaan ngapusin dari gallery 🤦🏻‍♀️",negatif,2024-12-09 22:03:19
Khairun Nisa,"Kenapa ig sekarang suka eror sendiri, malah akun saya keluar seperti ""tidak dapat memuat ulang kabar anda"" tiba-tiba langsung keluar sendiri akun saya, tolong ya instagram jangan eror lagi buat pusing ajaa, mana di akun saya itu penting semua",negatif,2024-12-09 22:42:10
Revky Pratama,"sedikit puas tapi, jika instagram menyediakan fitur untuk mengembalikan pesan yg terhapus sangat puas sekali, tolong sediakan ya Dev🙏",positif,2024-12-09 22:43:35
ENOS HAREFA PRODUCTION,"Kali ini saya benar benar kecewa dengan instagram ini. Bukan nya di perbaiki, malah makin tambah parah woy. Upload video reels selalu lama dan nge lag. Padahal jaringan bagus loh. Benar benar aplikasi ini 😠. Segera di perbaiki.... Jangan slow respon 😠",negatif,2024-12-09 23:05:13
Tengku Hastriad,"Akun saya hilang. Tidak tau apa penyebannga. Sudah coba dipulihkan tapi tidak ada gunanya. Ketika membuat akun baru, tiba tiba diberi peringatan. Setelah mengajukan banding dan meminta mengambil video diri sendiri, katanya ada masalah jaringan padahal jaringan sedang bagus. Ruang penyimpanan juga masih luas. Sebenarnya Instagram maunya apa?",negatif,2024-12-10 08:03:45
Nurul Amalia,kenapa semua filter di instagram tidak pas dengan wajah saya? dulu tidak seperti ini tapi setelah update semua filter yang ada di instagram tidak pas di wajah saya. tolong segera di perbaiki,negatif,2024-12-10 08:24:46
M Iqbal Yusuf,"Pembaharuan bikin susah,, akun saya gak bisa upload lebih dari 10 foto & gak bisa upload landscape, jadinya kepotong terus. Padahal sudah di hapus chace nya dan di-update.",negatif,2024-12-10 12:59:34
Rizka Chika,"ini ig knp bug ya, suka kluar akun sndiri, trus juga padahal jaringan saya bagus, tapi selalu tidak dapat memuat kabar beranda, UPDATE LAGI DONG!!! Tolong perbaiki",negatif,2024-12-10 15:16:21
Jelita Eprilina,"kenapa waktu saya kasih musik di bio ig saya besok nya malah ga muncul musik nya, padahal saya ga ada hapus, tapi waktu saya cek lewat akun lain musik nya masih ada, trus juga bio ig nya waktu saya ganti pas cek lewat akun lain malah ga terganti, itu kenapa yaa??",netral,2024-12-10 18:31:16
MUHAMAD RAIHAN,"terlalu banyak bug, seperti aplikasi tiba-tiba force close padahal sebelumnya aman-aman saja. Setiap membuka bagian profil aplikasi selalu keluar sendiri dan setiap ingin membuat story juga keluar sendiri. tolong segera diperbaiki🙏",positif,2024-12-10 18:41:48
Fatchur Aziz,kenapa nih?? dalam 2 bulan terakhir akun ku 2x kenak ban alasan tidak mematuhi standar komunitas. pertama masih bisa balik.. skarang yg kedua masih ajukan banding semoga bisa balik tolong dong developer diperbaiki lgi untuk menindak akun² yg melanggar lebih jeli lagi dan kasih alasan yg jelas pelanggarannya dimananya.. terima kasih,netral,2024-12-10 18:48:17
Lia dian Lumban batu,"Saya merasa senang menggunakan aplikasi ini. Walaupun kadang terjadi lemot atau error dan terjadinya beberapa kesalahan saat memposting sesuatu. Tetapi dari semua kesalahan itu, saya lebih banyak merasakan kesenangan dalam menggunakannya. Dengan app ini saya dapat berkomunikasi dengan semua orang dan mengenal lebih jauh apa yang terjadi di luar sana. Semoga app ini dapat di kembangkan lebih baik dan bermanfaat lebih baik untuk sekitarnya 🙌😁",positif,2024-12-10 20:24:47
Fitria Novianty,Tolong ini knp story nya setelah 24 jam jadi kehapus ya? Padahal ga ada di hapus pas mau di masukin ke sorotan bacaan nya cerita tidak tersedia apa apaan anjir ini error gini dah,negatif,2024-12-10 22:02:54
Rufa'ida Ayus Kaminda,"tolong dong, kalo punya akun lebih dari 1, fitur nya di sama in, masa di ig 1 ada fitur A, di ig 2 ga ada? walaupun udah aku update, tp tetep aja gitu. tolong dong pihak ig, kalo bisa di ratain di semua akun, terimakasih 🙏",positif,2024-12-10 22:09:07
Davina Ameliaputri,"saya kasih bintang ⭐⭐⭐⭐ terus saya sisain satu itu karena apa hayo? KARENA TEMA DI MASSAGE INSTAGRAM NYA BOSENIN gabisa pilih-pilih wallpaper sesuka selera huhu. saya pengen yang snoopy eh tidak ada☹️☹️☹️, WUU 👎🏻👎🏻 👎🏻👎🏻 tidak keren. intinya semoga instagram bikin tema di massage nya bisa di gonta-ganti sesuka hati pake foto sendiri. kayak tema SNOOPY tolong di adakan dong 👉🏻👈🏻 hehe TERIMAKASIH INSTAGRAM 🌺🌺💅🏻😝",positif,2024-12-10 22:12:31
Sts27,Ini kenapa sih ig saya kalau lihat reels/video ga jalan videonya. Suaranya doang yang jalan. Padahal pakai wifi. Gak pakai pun kayak gitu juga.,negatif,2024-12-10 22:19:04
Feri Nugroho,"apalah, aplikasi ini sudah bagus, tetapi kekurangan nya adalah ketika saya sudah menyetel mode gelap pada Instagram, tetapi beberapa hari yang lalu berubah sendiri menjadi mode terang, padahal saya tidak merubahnya tolong diperbaiki lagi, agar tidak ada masalah seperti ini lagi",netral,2024-12-11 08:53:42
Gusty paramita,"tolong dibantu kak perbaiki ig nya.. ko ig saya seperti messenjer,di bagian chat ada akun lain "" ketuk untuk memulai obrolan"" sampe chat lama saya tenggelam kebawah dan kenapa sekarang ada fitur tanya meta itu bener"" membuat saya kesal dan tidak mood sekali!!!!!!tolong bantu perbaiki ka, saya sangat kesal. terimakasii",netral,2024-12-11 12:32:45
AHMAD Faizin,Kenapa nih setiap mau buka story orang melalui beranda mereka kenapa tidak berputar malah seperti tidak memiliki koneksi internet seperti lag. Padahal saya mempunyai koneksi internet whay ini Instagram whay,negatif,2024-12-11 14:05:34
Desy Lestary,"pas di update beberapa kali malah nglag, padahal hp atau jaringan bagus, tapi kenapa setiap saya mau memperbarui/ganti profil sorotan selalu memuat melulu! berusaha nunggu hasilnya nihil masih memuat Mulu!",netral,2024-12-11 14:12:57
Kharisma Ayyas,"Suka, tapi iklannya susah, udah bayar eh nggak dapet apa-apa, entahlah kenapa nggak dibikin gampang iklannya, tolong update dong cara iklannya biar gampang dan uang nggak hangus sia-sia 🫠🫠",negatif,2024-12-11 14:50:17
May Sabately,kenapa Instagram saya tidak mendapat fitur fitur baru dan tampilan yg lebih segar padahal sudah di update malah tetap stuck di tampilan lama. MOHON PERBAIKI NYA. orang lain sudah dapat fitur baru dari lama sedangkan di akun saya belum pernah ada.,negatif,2024-12-11 16:33:26
Dzalfa Silmizh,"Kalo update fitur terbaru suka ga di semua akun, contohnya akun pertama saya selalu telat banget update atau ga ada sama sekali fitur terbaru, tolong meta yang terhormat jangan pilih kasih akun😭😭😭😫",negatif,2024-12-11 17:33:18
Aurellia Najwa Munzir,"suka ngebug,satu akun udh update tapi akun yg lain ga, post foto yang sama di dua akun tapi akun satunya cmn foto lagunya gaada, yang lain udh bisa post lebih dari 10 foto sedangkan akun saya gabisa, tolong diperbaiki, update untuk satu akun ke akun lain nya lama bgt.",positif,2024-12-11 22:43:14
Fitrah K. T.A,"Lagu²nya kok banyak yg dihapus?!?!! Dan juga padahal sinyal lancar jaya kok tiba² jadi nge lag dan ada tulisan ""terjadi kesalahan yang tidak terduga""?!?!!!!!",negatif,2024-12-12 01:01:41
Charistiana Patri,"sebelumnya terimakasih kpda developer yg sudah membuat Instagram ini, aplikasinya keren bgt.. makin di update juga semakin bagus, tapi kadang ngelag aja semoga diperbaiki yahh, untuk keseluruhan udah bagus bgt, semoga di tingkatkan lagi, semangat untuk developer dan tim ❤️❤️",positif,2024-12-12 01:17:27
Reza Aditya,"Kebanyakan bug, makin susahh makin lemot, mending apl laen, apl gajelas sinyal kenceng masih lemot masih ngelag, semenjak di pegang meta malah makin ga jelas ni aplikasi",negatif,2024-12-12 01:21:20
cacuk prasetyo,"Mengapa jika feed gambar lebih dari 1 slide gambarnya di crop? semakin aneh fitur Instagram sekarang, lebih suka fitur Instagram yang lama.",negatif,2024-12-12 01:30:11
Ersa Adi,Semenjak di update Instagram saya jadi selalu jadi tulisan tidak dapat memuat padahal jaringan bagus dan lancar tapi tetap selalu ada tulisan tidak ada kabar atau tidak bisa memuat tolong dong gimana ini,negatif,2024-12-12 01:34:53
Dilla Noerfazryah,"ini ig kenapa ya, saya coba dm ke teman saya tapi tidak terkirim, membuat story juga ga ke kirim padahal koneksi wifi kenceng, nonton film online juga lancar"" aja tapi kenapa tiap buka ig loading dan ga bisa apa apa",negatif,2024-12-12 01:56:28
kholilul nazmi,"Baru di update, jadi makin susah, gampang lag, padahal koneksi internet wifi/paket data bagus, ruang penyimpanan juga masih banyak. Jangankan untuk pake filter aneh-aneh untuk hiburan, buka story juga lama banget. Nanti setelah perbaikan, bisa dah ditambahin bintangnya",negatif,2024-12-12 01:57:43
Raihan Firmansyah,"Setelah update terbaru beberapa minggu ini, Instagram sering mengalami kendala. Saat aplikasi dibuka, layar hanya menampilkan loading yang tidak kunjung selesai. Akibatnya, Instagram tidak dapat digunakan sama sekali. Meskipun cache dan data telah dihapus, masalah tetap ada. Satu-satunya cara mengatasi hal ini adalah dengan menghapus aplikasi lalu memasangnya kembali. Diharapkan masalah ini segera diperbaiki karena mengulang langkah uninstall dan reinstall cukup mengganggu.",negatif,2024-12-12 02:36:08
Helmi,"apasihh eror ni ig dari jam 12 malem kaya orang gaada kuota gabisa ngapa ngapain, gw coba buka sosmed lain lancar aja, main game juga lancar, bermasalah ni apk ahh bikin ga mood aja",negatif,2024-12-12 02:49:31
Yumu Nadra,"setelah sya update aplikasi nya malah jadi ngelag parah sempet ngebug jga, terus kenapa saya tidak bisa membuka blokiran akun seseorang??pdahal sya udh bbrpa kali tapi ttep tidak bisa, tolong dong diperbaiki lagi",negatif,2024-12-12 02:56:55
Ika Hya,"Dibagian profil, ada fitur menambahkan musik. Tapi setelah musik/lagu ditambahkan di bagian profil, kenapa tidak muncul di bio Instagram ya? Padahal fitur ini bisa jadi tempat promosi lagu. Atau bisa menjadi tempat untuk memberitahu bahwa ini lagu kesukaan si pengguna Instagram. Tolong dong diperbaiki.",negatif,2024-12-12 04:48:18
Ahmad Ismed,Koq baik reel atau postingan sekarang insightnya hilang yang terletak di setting 3 titik pojok kanan atas? Kurang seru kalau tidak ada insightnya dan kemudian...terima kasih insight telah kembali 👍,positif,2024-12-12 06:48:08
aisyah ramadhani,"padahal aplikasi nya baguss, tapi update terus aplikasi nya, kalo ga di update pasti aplikasi nya nge bug. Tolong di perbaiki lah jangan dikit dikit update. Padahal baru minggu lalu update hari ini update lagi. kebanyakan update jadi nge bug aplikasi nya",netral,2024-12-12 08:04:58
Agus DP,"Aplikasinya bagis. Hanya saja yg jadi persoalan adalah kolom teks. Tak berfungsi ya tombol enter di keyboard saat di aplikasi ini. Dan seting terjadi kesalahan saat menulis. Belum selesai menulis pesan sudah terkirim. Dan juka pwsan sudah terkirim. Teks yg di kirim tak bisa di copas, atau di edit langsung. Yg ada mau tak mau hapus dan tulis ulang. Yg terjadi pesan kesua gak sesuai seperti pesan atau pemikiran pertama. Dengan gitu di sini di ajari plin-plan",netral,2024-12-12 08:44:30
aulyaarkhab suthon,saya gabisa daftar buat akun baru dan aneh padahal udh bikin hampir sampai 5 kali tpi habis itu suruh ajukan banding dan bakal di nonaktifkan selama 170 hari tolong saya gabisa buat akun TOLONG BANGET,negatif,2024-12-12 10:16:34
Icha Nurfatiha,"saya kasih bintang empat karna kadang kesel sama orang yg duluan nge follow pas di follow back malah di unfoll jadi kesel. tulisan ""kirim pesan"" nya di update ""teman"" gitu supaya pengguna tau siapa aja yg udah ngeunfoll, biar ga ribet cape ngunjungi profilnya satu satu buat liat siapa yg nge unfol.",positif,2024-12-12 11:26:42
Indonesia,Aplikasi ini memang sangat bagus dan membantu kami dalam aktivitas sehari sahari namun demikian aplikasi ini mulai tanggal 14 november 2024 aplikasi ini membuat pengguna akunnya kehilangan akun karena akun setiap orang blum tentu paswort nya itu akan di ingat tetapi ketika meminta untuk konfirmasi bahwasanya akun ini benar pemiliknya namun demikian saya tidak suka karena saya kehilangan akun tercinta saya oleh sebab itu saya harap untuk memulihkan akau memperbarui terlebih dahulu.,negatif,2024-12-12 11:31:09
asyalasya,overall suka banget sama ig. Tapi karena ada updatean yang dimana feed ig dari 1:1 ke 3:4 sekarang jadi ga sreg banget. Bentukan yang aneh dan menerut ku itu bukan ciri khas nya ig malahan. Maaf ya aku kasi bintang 3 soal nya emang se ga sreg itu sama updatean kali ini🙏🏻🙏🏻,netral,2024-12-12 15:44:39
No Name,"Saya mengalami masalah dimana sebagian pengguna Instagram yang masih aktif tidak dapat di temukan di pencarian saya, bahkan jika sudah mengetik nama sedetail mungkin tetap tidak ada.",positif,2024-12-12 17:23:37
Nurul Auliannisa,"Kok sekarang kalau posting banyak foto di feeds, ukuran fotonya kepotong ya 🥲 Berharap sesuai ukuran asli foto, kalau mau dipotong ukurannya lebih baik diedit dulu sendiri",positif,2024-12-12 17:24:32
I Made Denny Andy putra,"Bener bener kecewa saya sama instagram ini, akun saya yang satunya tiba tiba menghilang padahal saya gak ada salah apa apa. Saya sudah melakukan apapun yang instagram beritahukan tetep juga gk bisa. Saat melakukan rekam diri pun ada masalah alias error. Apalagi saya juga buat akun baru barusan tetep juga ditanguhkan sama pihak instagram. Saya sebagai pengguna instagram yang sangat lama bener bener kecewa. Tolong kembalikan instagram dulu yang gk ada perusahaan META sama sekali 😡😡😡.",negatif,2024-12-12 17:30:57
taa',"apasih diupdate malah jadi badd!!! masa ngepost gabisa, dicancel juga gabisa, jadi gabisa pindah akun woiii. tolong ini instagram gimana tanggungjawab nya kasih aku cara biar bisa ngecancel postingan yg belum ke kirim",negatif,2024-12-12 17:59:06
DARK ZAGI,"ntah kenapa setiap saya mencoba login menggunakan akun utama saya, saya tidak bisa login dan malah ada teks ""maaf, ada masalah"" dan itu sudah terjadi sejak 2 bulan kebelakang... Ada yg sama ngga ya?",negatif,2024-12-12 18:44:31
Marsnyme mile,"Awalnya saya memberikan bintang 5, tapi fitur save reels tidak bisa di simpal multisave sekaligus, jadi harus save satu-satu. sayang sekali itu cukup mengganggu ketika saya ingin save reels",netral,2024-12-12 19:07:09
Astarica Nilam,Ini kenapa ya gara gara saya install Ig tiba tiba akun saya saya masukan lagi ke aplikasi ini tiba tiba ngak bisa tolong untuk yang buat aplikasi Ig tolong kerja sama nya kalau kayak gini terus kasihan yang lain🙏,negatif,2024-12-12 19:28:40
Alwi ansyah,"Sangat buruk, di akun teman saya sudah banyak mengalami perubahan pasca update lah di akun saya ga ada perubahan sama sekali terutama hasil repost story nya malah makin banyak bug gak jelas, minta maaf atas masukan dari saya semoga kedepannya senantiasa diperbaiki sebaik mungkin, terimakasih",negatif,2024-12-12 20:34:35
Ray Roy,"Aplikasi semakin aneh. Lupa kata sandi wajar lama gak dibuka. Tapi minta kode OTP pun gak dikirim, padahal statusnya sudah terkirim. Giliran sudah masuk gak bisa live langsung. Semakin mengecewakan 👎. Aplikasi Bodoh👎",negatif,2024-12-12 20:43:45
Theovillus Vialdo,kenapa setiap ingin login ke akun yang sudah ada dengan memasukan email/ password dengan benar kenapa tidak bisa log in ke akun tersebut tolong agar bisa diperbaiki dengan cepat berikan yang terbaik buat kami para pengguna instagram🙏,netral,2024-12-12 21:25:13
Yunita,"best banget Instagram..tp menurut ku filter ny kurang jernih gtu..kek ada burem sdkit..soalnya aku banding lewat apk tiktok..sbnrnya udh bagus filter Instagram,tp kurang jernihan LG..sampe sini udh cukup puas, tp KLO bisa update lebih bagus lg ya Instagram🤩🤩",positif,2024-12-12 22:34:19
Mozy,Pengaturan Mode terang hilang. Sekarang tergantung hp pake mode apa jadi otomatis tema di ig juga bakal ngikut gelap. Tolong buat ig balikin lagi pengaturan berubah mode terang/gelap. Rasanya gak enak banget pake darkmode,negatif,2024-12-13 13:46:26
litle Old,"saya TIDAK BISA Balikan akun saya, saya sudah coba 3 kali tetap tidak bisa dan saya buat akun baru juga tidak bisa dan juga banyak lag segala apapun Dan saya Kalau tidak folow seorang lagi masih masih ada di situ akun seorang nya. INI MAKSUD NYA GIMANA INI TIDAK JELASS!. Pesan saya bug atau lag bisa di perbaiki 🙏😔",negatif,2024-12-13 15:06:49
Lidya Ketty,"Gatau kenapa saat masuk ke akun yang udah kedaftar semua ilang. Dari foto upload,pengikut,nama, dan bio. Semuanya hilang dan tiba-tiba menjadi akun kosong yang baru dibuat. Tolong diperbaiki, banyak kenangan disana saya udah folow2 supaya dapat followers banyak. Tolong diperbaiki punya saya. Padahal email & pw nya sudah betul. Trimakasih.",negatif,2024-12-13 16:48:43
匿名匿名,"Dipersulit hanya untuk memulihkan akun, dari yang meminta kode tidak sampai hingga error atas masalah sistem sendiri, menunggu form selanjutnya yang setengah abad dan dibuat muter' dengan pemecahan masalah yang tidak jelas.",negatif,2024-12-13 17:50:03
SANZZ,"Gimana ini min kok gua gk bisa masuk ke akun ig gua padahal udh sma sandi sama Gmail cobak login yg lain gk bisa,gimana sih yg buat apk ya gua mau login gk bisa bisa tolong di perbaiki apk",negatif,2024-12-13 18:57:54
